sym,entry,exit,pnl,type
SPY,2025-05-12 12:41:00-04:00,2025-05-12 12:57:00-04:00,205.99999999999454,SmartExit
SPY,2025-05-12 13:54:00-04:00,2025-05-12 13:56:00-04:00,-18.000000000006366,SmartExit
SPY,2025-05-12 14:04:00-04:00,2025-05-12 14:06:00-04:00,-33.999999999991815,SmartExit
SPY,2025-05-12 14:30:00-04:00,2025-05-12 14:34:00-04:00,0.0,SmartExit
SPY,2025-05-12 15:52:00-04:00,2025-05-13 09:42:00-04:00,463.99999999998727,SmartExit
SPY,2025-05-13 11:29:00-04:00,2025-05-13 11:32:00-04:00,11.999999999989086,SmartExit
SPY,2025-05-13 11:33:00-04:00,2025-05-13 11:35:00-04:00,-31.999999999993634,SmartExit
SPY,2025-05-13 12:13:00-04:00,2025-05-13 12:17:00-04:00,-90.0000000000091,SmartExit
SPY,2025-05-13 13:31:00-04:00,2025-05-13 13:41:00-04:00,-20.000000000004547,SmartExit
SPY,2025-05-13 14:52:00-04:00,2025-05-13 15:07:00-04:00,143.99999999998272,SmartExit
SPY,2025-05-13 15:13:00-04:00,2025-05-13 15:17:00-04:00,18.000000000006366,SmartExit
SPY,2025-05-14 10:23:00-04:00,2025-05-14 10:35:00-04:00,20.000000000004547,SmartExit
SPY,2025-05-14 10:50:00-04:00,2025-05-14 10:57:00-04:00,-27.99999999999727,SmartExit
SPY,2025-05-14 12:06:00-04:00,2025-05-14 12:07:00-04:00,-32.00000000001637,SmartExit
SPY,2025-05-14 12:32:00-04:00,2025-05-14 12:37:00-04:00,-53.99999999999636,SmartExit
SPY,2025-05-14 13:52:00-04:00,2025-05-14 13:55:00-04:00,-38.000000000010914,SmartExit
SPY,2025-05-14 14:06:00-04:00,2025-05-14 14:08:00-04:00,-13.999999999987267,SmartExit
SPY,2025-05-14 14:34:00-04:00,2025-05-14 14:45:00-04:00,-75.99999999999909,SmartExit
SPY,2025-05-15 10:43:00-04:00,2025-05-15 11:09:00-04:00,218.00000000000637,SmartExit
SPY,2025-05-15 12:05:00-04:00,2025-05-15 12:12:00-04:00,-1.999999999998181,SmartExit
SPY,2025-05-15 13:03:00-04:00,2025-05-15 13:15:00-04:00,-50.0,SmartExit
SPY,2025-05-15 13:21:00-04:00,2025-05-15 13:29:00-04:00,-29.999999999995453,SmartExit
SPY,2025-05-15 15:06:00-04:00,2025-05-15 15:11:00-04:00,-112.00000000001182,SmartExit
SPY,2025-05-15 15:50:00-04:00,2025-05-16 09:36:00-04:00,55.99999999999454,SmartExit
SPY,2025-05-16 10:18:00-04:00,2025-05-16 10:23:00-04:00,-25.99999999999909,SmartExit
SPY,2025-05-16 11:30:00-04:00,2025-05-16 11:39:00-04:00,3.999999999996362,SmartExit
SPY,2025-05-16 12:06:00-04:00,2025-05-16 12:19:00-04:00,50.0,SmartExit
SPY,2025-05-16 13:21:00-04:00,2025-05-16 13:22:00-04:00,5.999999999994543,SmartExit
SPY,2025-05-16 14:20:00-04:00,2025-05-16 14:25:00-04:00,-12.000000000011823,SmartExit
SPY,2025-05-16 14:31:00-04:00,2025-05-16 14:33:00-04:00,-3.999999999996362,SmartExit
SPY,2025-05-16 14:39:00-04:00,2025-05-16 14:48:00-04:00,35.999999999989996,SmartExit
SPY,2025-05-16 15:06:00-04:00,2025-05-16 15:14:00-04:00,-37.99999999998818,SmartExit
SPY,2025-05-16 15:49:00-04:00,2025-05-19 09:31:00-04:00,-1038.000000000011,SL
SPY,2025-05-19 10:01:00-04:00,2025-05-19 10:11:00-04:00,151.99999999999818,SmartExit
SPY,2025-05-19 10:16:00-04:00,2025-05-19 10:19:00-04:00,-8.000000000015461,SmartExit
SPY,2025-05-19 11:03:00-04:00,2025-05-19 11:14:00-04:00,7.999999999992724,SmartExit
SPY,2025-05-19 11:38:00-04:00,2025-05-19 11:46:00-04:00,55.99999999999454,SmartExit
SPY,2025-05-19 12:14:00-04:00,2025-05-19 12:19:00-04:00,-46.00000000000364,SmartExit
SPY,2025-05-19 12:26:00-04:00,2025-05-19 12:31:00-04:00,-14.000000000010004,SmartExit
SPY,2025-05-19 12:52:00-04:00,2025-05-19 13:14:00-04:00,220.00000000000455,SmartExit
SPY,2025-05-19 15:01:00-04:00,2025-05-19 15:04:00-04:00,-6.00000000001728,SmartExit
SPY,2025-05-20 10:21:00-04:00,2025-05-20 10:24:00-04:00,-57.999999999992724,SmartExit
SPY,2025-05-20 10:38:00-04:00,2025-05-20 10:47:00-04:00,90.0000000000091,SmartExit
SPY,2025-05-20 11:28:00-04:00,2025-05-20 11:32:00-04:00,-40.000000000009095,SmartExit
SPY,2025-05-20 12:27:00-04:00,2025-05-20 12:49:00-04:00,116.00000000000819,SmartExit
AAPL,2025-05-01 10:22:00-04:00,2025-05-01 10:31:00-04:00,132.000000000005,SmartExit
AAPL,2025-05-01 13:18:00-04:00,2025-05-01 13:25:00-04:00,-71.4999999999975,SmartExit
AAPL,2025-05-01 14:10:00-04:00,2025-05-01 14:13:00-04:00,-132.000000000005,SmartExit
AAPL,2025-05-01 14:43:00-04:00,2025-05-01 14:51:00-04:00,-16.500000000000625,SmartExit
AAPL,2025-05-01 15:19:00-04:00,2025-05-01 15:22:00-04:00,-33.00000000000125,SmartExit
AAPL,2025-05-01 15:29:00-04:00,2025-05-01 15:35:00-04:00,-16.500000000000625,SmartExit
AAPL,2025-05-01 15:37:00-04:00,2025-05-01 15:54:00-04:00,374.00000000000375,SmartExit
AAPL,2025-05-02 11:39:00-04:00,2025-05-02 11:47:00-04:00,0.0,SmartExit
AAPL,2025-05-02 12:01:00-04:00,2025-05-02 12:12:00-04:00,-395.99999999999795,SmartExit
AAPL,2025-05-02 15:39:00-04:00,2025-05-02 15:41:00-04:00,-300.0,SmartExit
AAPL,2025-05-02 15:54:00-04:00,2025-05-05 09:30:00-04:00,-1056.0000000000116,SL
AAPL,2025-05-05 11:20:00-04:00,2025-05-05 11:26:00-04:00,-245.99999999999795,SmartExit
AAPL,2025-05-05 11:46:00-04:00,2025-05-05 11:49:00-04:00,-180.00000000000682,SmartExit
AAPL,2025-05-05 12:01:00-04:00,2025-05-05 12:10:00-04:00,0.0,SmartExit
AAPL,2025-05-05 13:06:00-04:00,2025-05-05 13:18:00-04:00,168.00000000000068,SmartExit
AAPL,2025-05-05 13:46:00-04:00,2025-05-05 13:54:00-04:00,-156.0000000000116,SmartExit
AAPL,2025-05-05 14:03:00-04:00,2025-05-05 14:18:00-04:00,126.00000000000477,SmartExit
AAPL,2025-05-05 14:57:00-04:00,2025-05-05 15:03:00-04:00,-372.00000000000273,SmartExit
AAPL,2025-05-06 09:31:00-04:00,2025-05-06 09:33:00-04:00,-431.9999999999993,SmartExit
AAPL,2025-05-06 10:09:00-04:00,2025-05-06 10:23:00-04:00,281.9999999999993,SmartExit
AAPL,2025-05-06 11:19:00-04:00,2025-05-06 11:27:00-04:00,150.0,SmartExit
AAPL,2025-05-06 11:31:00-04:00,2025-05-06 11:38:00-04:00,204.00000000000205,SmartExit
AAPL,2025-05-06 12:06:00-04:00,2025-05-06 12:16:00-04:00,558.0000000000041,SmartExit
AAPL,2025-05-06 12:48:00-04:00,2025-05-06 12:50:00-04:00,-101.9999999999925,SmartExit
AAPL,2025-05-06 13:03:00-04:00,2025-05-06 13:10:00-04:00,-101.9999999999925,SmartExit
AAPL,2025-05-06 14:02:00-04:00,2025-05-06 14:05:00-04:00,-168.00000000000068,SmartExit
AAPL,2025-05-06 14:30:00-04:00,2025-05-06 14:32:00-04:00,-47.99999999999045,SmartExit
AAPL,2025-05-06 15:26:00-04:00,2025-05-06 15:49:00-04:00,179.99999999998977,SmartExit
AAPL,2025-05-07 14:00:00-04:00,2025-05-07 14:11:00-04:00,-750.0,SmartExit
AAPL,2025-05-07 14:57:00-04:00,2025-05-07 15:05:00-04:00,-263.99999999999864,SmartExit
AAPL,2025-05-07 15:37:00-04:00,2025-05-07 15:46:00-04:00,611.9999999999891,SmartExit
AAPL,2025-05-07 15:47:00-04:00,2025-05-07 15:49:00-04:00,-131.99999999999932,SmartExit
AAPL,2025-05-07 15:58:00-04:00,2025-05-08 09:33:00-04:00,498.0000000000075,SmartExit
AAPL,2025-05-08 11:21:00-04:00,2025-05-08 11:38:00-04:00,533.9999999999918,SmartExit
AAPL,2025-05-08 14:15:00-04:00,2025-05-08 14:26:00-04:00,-41.99999999999591,SmartExit
AAPL,2025-05-08 14:30:00-04:00,2025-05-08 14:39:00-04:00,174.00000000001228,SmartExit
AAPL,2025-05-09 09:30:00-04:00,2025-05-09 09:37:00-04:00,24.000000000012278,SmartExit
AAPL,2025-05-09 11:17:00-04:00,2025-05-09 11:19:00-04:00,-84.00000000000887,SmartExit
AAPL,2025-05-09 12:19:00-04:00,2025-05-09 12:26:00-04:00,-72.00000000000273,SmartExit
AAPL,2025-05-09 12:55:00-04:00,2025-05-09 13:02:00-04:00,-162.00000000000614,SmartExit
AAPL,2025-05-09 13:41:00-04:00,2025-05-09 13:52:00-04:00,83.99999999999181,SmartExit
AAPL,2025-05-09 15:04:00-04:00,2025-05-09 15:13:00-04:00,-36.000000000001364,SmartExit
AAPL,2025-05-09 15:44:00-04:00,2025-05-12 09:37:00-04:00,5405.9999999999945,SmartExit
AAPL,2025-05-12 12:19:00-04:00,2025-05-12 12:27:00-04:00,150.0,SmartExit
AAPL,2025-05-12 12:45:00-04:00,2025-05-12 12:49:00-04:00,90.00000000000341,SmartExit
AAPL,2025-05-12 13:07:00-04:00,2025-05-12 13:13:00-04:00,65.99999999999113,SmartExit
AAPL,2025-05-12 13:30:00-04:00,2025-05-12 13:39:00-04:00,47.99999999999045,SmartExit
AAPL,2025-05-12 15:50:00-04:00,2025-05-13 09:36:00-04:00,450.0,SmartExit
AAPL,2025-05-13 11:30:00-04:00,2025-05-13 11:33:00-04:00,-59.99999999999659,SmartExit
AAPL,2025-05-13 13:03:00-04:00,2025-05-13 13:07:00-04:00,-23.999999999995225,SmartExit
AAPL,2025-05-13 13:17:00-04:00,2025-05-13 13:19:00-04:00,-83.99999999999181,SmartExit
AAPL,2025-05-13 13:31:00-04:00,2025-05-13 13:44:00-04:00,390.0000000000034,SmartExit
AAPL,2025-05-13 14:21:00-04:00,2025-05-13 14:23:00-04:00,36.000000000001364,SmartExit
AAPL,2025-05-13 14:56:00-04:00,2025-05-13 15:17:00-04:00,486.00000000000136,SmartExit
AAPL,2025-05-13 15:54:00-04:00,2025-05-14 09:33:00-04:00,-378.0000000000143,SmartExit
AAPL,2025-05-14 09:57:00-04:00,2025-05-14 10:05:00-04:00,-168.00000000000068,SmartExit
AAPL,2025-05-14 10:18:00-04:00,2025-05-14 10:26:00-04:00,95.99999999999795,SmartExit
AAPL,2025-05-14 12:32:00-04:00,2025-05-14 12:37:00-04:00,-36.000000000001364,SmartExit
AAPL,2025-05-14 13:52:00-04:00,2025-05-14 13:55:00-04:00,-41.99999999999591,SmartExit
AAPL,2025-05-14 14:19:00-04:00,2025-05-14 14:22:00-04:00,-144.00000000000546,SmartExit
AAPL,2025-05-14 14:35:00-04:00,2025-05-14 14:37:00-04:00,-84.00000000000887,SmartExit
AAPL,2025-05-15 10:40:00-04:00,2025-05-15 10:49:00-04:00,113.99999999999864,SmartExit
AAPL,2025-05-15 11:24:00-04:00,2025-05-15 11:31:00-04:00,-162.00000000000614,SmartExit
AAPL,2025-05-15 13:23:00-04:00,2025-05-15 13:24:00-04:00,-54.000000000002046,SmartExit
AAPL,2025-05-15 14:27:00-04:00,2025-05-15 14:43:00-04:00,264.0000000000157,SmartExit
AAPL,2025-05-15 15:08:00-04:00,2025-05-15 15:09:00-04:00,-84.00000000000887,SmartExit
AAPL,2025-05-15 15:47:00-04:00,2025-05-16 09:33:00-04:00,641.9999999999959,SmartExit
AAPL,2025-05-16 11:53:00-04:00,2025-05-16 11:55:00-04:00,-155.99999999999454,SmartExit
AAPL,2025-05-16 12:24:00-04:00,2025-05-16 12:29:00-04:00,-54.000000000002046,SmartExit
AAPL,2025-05-16 12:47:00-04:00,2025-05-16 12:51:00-04:00,-102.00000000000955,SmartExit
AAPL,2025-05-16 13:13:00-04:00,2025-05-16 13:24:00-04:00,23.999999999995225,SmartExit
AAPL,2025-05-16 14:01:00-04:00,2025-05-16 14:03:00-04:00,-77.99999999999727,SmartExit
AAPL,2025-05-16 15:05:00-04:00,2025-05-16 15:16:00-04:00,-144.00000000000546,SmartExit
AAPL,2025-05-16 15:30:00-04:00,2025-05-16 15:36:00-04:00,-137.99999999999386,SmartExit
AAPL,2025-05-16 15:51:00-04:00,2025-05-19 09:30:00-04:00,-2658.000000000004,SL
AAPL,2025-05-19 10:52:00-04:00,2025-05-19 10:58:00-04:00,-107.99999999998704,SmartExit
AAPL,2025-05-19 11:01:00-04:00,2025-05-19 11:06:00-04:00,6.000000000011596,SmartExit
AAPL,2025-05-19 12:13:00-04:00,2025-05-19 12:31:00-04:00,281.9999999999993,SmartExit
AAPL,2025-05-19 14:23:00-04:00,2025-05-19 14:29:00-04:00,-54.000000000002046,SmartExit
AAPL,2025-05-19 15:05:00-04:00,2025-05-19 15:07:00-04:00,-59.99999999999659,SmartExit
AAPL,2025-05-19 15:49:00-04:00,2025-05-20 09:31:00-04:00,-587.9999999999939,SmartExit
AAPL,2025-05-20 09:52:00-04:00,2025-05-20 10:09:00-04:00,90.00000000000341,SmartExit
AAPL,2025-05-20 10:39:00-04:00,2025-05-20 10:43:00-04:00,-18.000000000000682,SmartExit
AAPL,2025-05-20 12:28:00-04:00,2025-05-20 12:32:00-04:00,-36.000000000001364,SmartExit
AAPL,2025-05-20 12:37:00-04:00,2025-05-20 12:45:00-04:00,-11.999999999989086,SmartExit
